sqft,floors,bedrooms,bathrooms,price
6320,2,3,2.5,659000
10098,1,4,2.5,414999
10277,1,3,1.5,275000
8640,1,2,1,193000
4750,2,4,2.5,525000
7500,2,3,2.5,424000
5150,1,2,1,455000
5650,2,2,1,463000
6300,1,4,2.5,1.10E+06
5413,2,3,1.75,523000
9830,1,4,1.75,615000
11795,2,4,4,1.52E+06
5000,2,5,4,870000
9680,2,3,2.5,710000
9563,1,3,1,215000
6450,1,2,1,590000
13034,1,5,2.5,323000
7569,1.5,4,2,279000
7207,1,3,2.25,535100
19800,1,5,2.25,830000
4203,2,4,2.5,815000
10880,1,3,2.25,535900
8800,1,3,1,230000
8142,1,4,1.75,325500
4331,2,3,2.25,359000
5824,2,3,2.5,505000
8400,1,3,1,253905
4860,1,3,1.75,369950
8378,2,3,2.25,350000
2500,3,4,2.25,650000
15246,1,3,1.75,295000
28046,1,3,1.75,620000
920423,2,2,2.5,2.00E+06
7410,1,3,1,246000
12860,1,3,2.75,430000
4859,2,3,2,509990
9500,1,4,1.75,490000
10454,1,4,2.75,385000
6733,2,4,2.5,769000
9100,1,2,1,185000
10464,1,3,1.5,303500
8165,1,4,2.5,468000
10000,2,4,2.5,449950
1805,2,2,1.5,235000
34947,2,4,2.5,520000
9067,1,2,1,203000
10190,1,5,2.5,657000
7800,1,3,1,275000
7453,2,4,2.25,540000
4502,2,4,2.5,455000
6828,1,2,1.75,458500
4751,2,4,3.5,549900
10578,2,3,1.75,750000
8891,1.5,4,1.75,235000
7930,2,4,2.5,286000
13730,2,4,3.5,2.65E+06
14000,1,4,1.75,602000
4080,1.5,3,1.5,640000
10920,1,3,1.75,267000
4385,2,4,2.5,712000
9000,1,2,1,244500
9000,1,2,1,301000
6325,2,4,2.5,990000
6500,2,4,2.75,739999
4322,1,4,1.75,480000
1622,3,3,2.5,305000
3525,1.5,3,2,703300
8468,2,4,1.5,265000
35009,2,4,2.5,600000
9750,1,3,1,253000
7950,2,4,2.5,617950
2460,2,4,3.25,385000
9234,1,3,2,319000
8023,1,3,2.5,696000
5750,1,2,1,345000
1778,3,3,2.5,380000
26036,1,4,1.75,647500
35271,2,3,2.5,725000
7735,1,3,1.75,269950
32109,2,4,2.5,875000
9525,1,3,1,299950
10929,2,4,3.25,1.88E+06
4802,1,2,1,430000
4942,2,5,2.5,495000
16200,1,3,1.5,275000
5040,1,3,1,333000
7941,2,3,2.25,247000
15000,1.5,3,1.75,204555
13673,1,3,2,432000
13056,1,3,1.75,175000
7140,1,4,2.5,556300
3475,1,2,1,286000
1200,3,2,1.5,320000
53143,2,3,2.5,815000
10757,1,4,1.75,385000
5000,2,4,1,1.04E+06
13002,2,4,2.25,350000
5880,2,4,2.5,277000
5200,1,6,2,415000
8320,1,3,1,295000
5000,2,4,2,969000
6144,1,4,1.75,339888
7003,2,3,2.25,269950
4600,2,3,2.5,1.19E+06
12511,2,4,2.5,780000
5185,1,3,1,198000
28703,1,2,1,350000
7680,1,3,1,350000
7350,2,4,2.25,319000
8000,2,4,2.25,311000
4650,2,5,3.25,394000
5800,2.5,5,2.25,1.34E+06
13800,2,5,2.75,2.70E+06
9540,1,3,1,396000
8372,1,4,1.75,809000
7400,1,3,2,480000
6000,1,6,1.75,535000
5120,2,5,2.75,425000
1204,3,3,2.5,408000
13100,2,4,2.5,1.26E+06
2885,1,1,0.75,310000
7421,2,3,2.5,292000
9715,1,2,1,217000
6064,2,4,2.5,398500
7200,1.5,3,3,2.25E+06
6000,1,4,1.75,700000
45860,2,4,2.5,585000
8910,1,3,1,399950
8540,1,3,1.75,235000
6800,1,3,1,212000
9195,1,3,2,310000
9195,1,3,2,539000
1608,2,3,3,390000
11935,1,3,2.5,560000
9024,2,5,2.5,800000
112521,2,4,3.25,1.90E+06
9804,1,5,2,472000
7875,1,3,1.75,502550
7809,2,4,3.25,830000
9686,1,4,2.5,224950
6871,2,3,2.5,375000
19900,1.5,3,2.5,645000
2500,1.5,3,2.75,599000
12534,2,4,2.5,515000
6685,1,2,1,135000
4218,2,3,2.5,485000
12765,2,3,3.25,890000
10125,1,3,1,215000
9600,1,3,1,299500
8750,1,2,1,800000
4244,2,3,2.5,275000
7800,1,3,1.5,256400
8149,1,2,1,310000
5100,1,1,1,385000
9120,1,3,1.5,203000
6865,1,4,2,285000
3610,2,3,2.5,473975
9760,1,3,1.75,320000
4608,1,5,2.75,599000
4800,1,3,2,580000
7056,2,4,2.25,269500
6200,1,2,1,274000
2162,2,2,1.75,347000
10905,1,3,1.75,270000
12017,1,3,2,1.43E+06
7226,1,3,1.75,220000
15416,1,3,1,243000
4030,1,3,1.75,457500
7208,1,2,1.75,340000
5000,1.5,4,1.5,657500
4720,2,4,2.5,332500
10015,1,3,2,340000
16133,1,4,3,350000
5602,1,4,2.5,428000
8320,2,4,2.5,515055
8968,1,3,1.75,450000
8910,1,3,1,190000
16538,3,4,2.75,1.00E+06
4600,2,3,2.5,299000
2500,2,2,1,508000
3746,2,4,2.25,294000
5820,1,2,1,320000
8674,2,5,2.75,641000
98445,1,3,2.5,675000
10296,1,3,1.5,255000
4997,2,3,2.5,286651
45738,1,4,2.5,607500
6500,1,3,1,765000
40973,1,4,1.75,334950
9147,1,3,1,426000
18730,1.5,3,1.75,775000
8526,1,2,1.5,343000
7800,2,4,2.5,470101
7800,1,3,1.5,195000
4410,1.5,4,1,772500
11740,1,3,1.5,450000
9231,3,4,3.75,1.44E+06
8560,1,4,1.75,525000
11400,2,3,1.5,280000
8640,1,3,2.5,270000
1332,3,3,2.25,406100
4187,1,2,1.75,332544
8250,1,2,1,110000
5854,1.5,6,2.25,685000
8505,1.5,4,1,461000
8067,1,3,2.25,615000
3000,1,2,1,550000
8100,2,4,3.5,1.06E+06
219978,2,3,2.5,685000
16238,2,5,2.5,1.56E+06
5175,2,4,2.5,312000
9594,1,3,1.75,507500
9827,1,3,1,217000
13477,1,3,2.25,439000
6875,2,6,3.5,620000
8532,2,4,2.5,915000
5300,1,4,2,425000
5643,1,2,1,435000
12414,2,3,2.25,305000
4000,1,2,1,276000
7200,2,3,2.25,327500
10481,2,3,2.5,810000
9055,2,3,3.25,715000
11760,1,3,1.5,272000
5559,1,2,1,266000
8364,2,3,1.5,543000
8064,1,3,2.5,400000
9000,1,5,2.25,509500
6250,2,3,3.5,495000
5564,2,4,2.5,424950
10875,1,3,1,230000
6150,1.5,4,1.5,235000
8752,1,3,2,763000
6150,2,3,1.75,350000
2260,2,3,1.5,900000
6060,1,3,1,250000
2040,2,3,2.5,225000
5433,1,2,2,255000
7200,1,4,1.75,161700
13350,1,3,3,336000
6800,1,3,1,410500
14016,2,4,3.5,502700
9601,1,3,2.5,505000
7650,1.5,3,1,250000
7650,1.5,3,1,570000
8796,2,4,2.5,349900
25663,2,3,2.5,465000
25639,2,4,3.25,625000
5102,1,3,1.75,655000
11347,1,4,1.75,469000
7200,1,3,2.25,355000
2631,2,3,2.5,596000
36893,2,4,2.5,790000
86225,2,4,2.25,885000
4000,2,4,3.25,1.03E+06
5400,1,4,1.75,710000
9266,2,3,2.5,428040
13843,1,5,2.25,1.37E+06
3400,1,2,1,546000
5766,1.5,4,1,540000
3000,1,3,2.5,435000
10283,1,4,2.25,540000
7204,1,2,1,284000
5700,1,2,1,208000
7076,1,3,1.75,315000
5510,1,2,1,417500
38095,1,3,1.75,345000
1064,3,3,2.5,375000
12821,1,3,1.75,389800
7560,1,3,1.75,475000
41688,2,4,2.25,569000
108464,2,5,4.25,985000
8022,2,3,2.5,532000
5000,1,2,1,280000
50112,1,4,2,435000
71191,1,3,1,223000
119790,1,2,1,390000
12800,1,3,1.75,315000
3700,1,3,3,612000
2400,1,3,1.75,591000
8436,2,4,2.25,800000
8400,1,3,2,225000
66646,2,2,3,589900
13156,1,4,2.5,565000
8448,1,3,1.5,650000
8505,2,3,2.5,499000
20562,1.5,3,1,280000
7500,1,3,2.5,649950
6360,1,3,1.75,420000
5293,2,4,2.5,319990
16535,1,3,2,265000
16474,1,3,1.75,482000
14810,1,3,2.25,452000
13077,2,4,4.25,1.49E+06
8527,1.5,2,1,375000
4900,2,5,3,588000
10215,2,4,2.5,635000
6962,2,4,2.5,280500
8600,1,2,1.75,210500
7000,1,3,2,196500
8510,2,5,3.5,1.40E+06
8033,1,3,1.75,475000
9061,2,3,2.5,550000
7200,2,3,3.25,1.58E+06
6687,1,3,1.75,240000
8100,1.5,3,1,272000
209199,1.5,3,2.75,408506
7500,2,3,2.5,640000
7226,2,4,2.5,316000
12000,1,4,2,299000
2090,2,2,2.25,447500
21904,2,4,2.5,736500
52567,2,4,2,665000
13212,1,5,2.5,707000
8000,1,4,1.75,215000
6415,2,3,2.25,275000
8240,2,4,2.25,648000
8173,2,4,2.5,415000
1800,3,3,2,690000
13260,1,4,2.75,320000
8285,1,3,1.75,750000
1524,3,3,2.25,355000
7399,1,3,1.75,246000
10464,1,3,1.75,1.16E+06
12187,2,3,2.5,744000
24740,2,3,3.75,1.21E+06
6750,1,3,2,217000
5100,2,3,2.5,583000
5000,1,2,1.5,515000
8000,1,4,1.75,594000
5650,1,3,1.5,303100
15225,1,3,1.75,430000
11778,2,5,3.25,708000
7260,1,3,1,221000
7205,2,3,2.5,325000
28008,2,0,0,1.30E+06
5950,1,3,1.75,385000
4689,2,3,2.5,359500
7200,1,3,2,433000
4950,1,2,1,525000
10062,1,3,2,356200
87120,1,4,2,595000
3420,1,4,1.5,560000
21701,1.5,4,3,2.18E+06
4000,1,4,2,513000
2550,1,2,1,365000
11942,1,4,1.75,368000
4000,1.5,4,2.75,870000
6808,1,3,2.25,225000
24767,2,4,4.5,1.39E+06
8079,1,3,1.75,177000
9879,1,3,1.5,465000
6343,1,4,2.75,750000
2800,1,3,1,149000
47480,2,3,2.5,605000
5800,1.5,3,2,725000
5236,2,4,2.25,413900
6600,1,3,1.5,199950
13679,1,1,1,400000
5000,2,3,1.5,870000
7666,1,5,2.5,292000
8012,1,3,1,225000
9139,2,4,2,466750
11954,1,2,1.5,330000
8145,2,7,2.25,770000
7000,1,4,2.25,802500
5400,2,5,2.5,378800
12487,2,3,2.75,795000
7320,1,3,2,460000
10908,2,3,2.5,567000
15570,1,3,1.75,209950
60113,1,2,1,415000
6985,1,4,1.5,424500
12500,1,2,1,261000
9696,2,3,2.5,365000
3240,1.5,4,2,631000
42840,1,5,5.5,3.80E+06
3962,2,3,2.5,584000
82328,1,3,1.75,310000
7985,2,4,2.5,717000
8100,2,3,1.5,667000
8100,1,3,1,190000
9000,1,3,2,430000
7380,1,2,1,213000
3710,1,3,2.5,475000
23962,2,2,2.75,649000
13458,2,3,2.5,715000
19487,1,4,3.5,845000
8820,1,3,2.5,390000
5724,1,4,3,390000
7194,1,4,1.75,328000
8436,1,3,2.75,239999
7740,1,3,2,225000
11884,1,3,1.75,920000
9231,2,4,2.75,940000
4872,1,3,1,465000
7000,1,3,2,241000
5909,2,4,2.5,307550
9627,1,4,2.5,490000
6887,2,4,2.5,647000
231739,1.5,4,2.75,780000
4332,2,3,2.5,517500
8682,1,3,2,295000
3400,2,4,1.5,560000
5472,1.5,5,2,319450
7199,2,4,3.25,1.50E+06
20277,1,4,3,340000
11658,1,3,1,249950
3000,1.5,3,1,499950
13296,1,4,1.75,1.04E+06
17200,1,4,2.5,750000
256132,2,4,2.5,875000
7210,1,3,1.75,678000
4200,1,2,1,360000
16552,1,3,1,354900
10087,1,5,2.5,632000
9375,1,3,1.75,350000
3900,2,3,4,990000
881654,3,4,3.25,1.65E+06
8269,2,4,2.5,481000
5412,1,3,2.5,485000
4960,2,3,2.5,477000
9000,1,5,2.5,560000
9350,1,6,3,600000
23760,2,5,2.75,622500
2128,2,2,2.25,410000
3644,2,3,2.5,318200
8424,1,3,2,289000
7775,2,3,1.75,263000
4825,1,3,1,240000
7500,1,3,1,281500
1710,2,3,3.5,587206
1248,2,2,2.25,482000
9500,1,3,1.75,485000
11480,2,3,2.5,309000
7350,1,3,2.25,221000
8398,2,3,2.5,700000
7740,1,5,3,411500
10505,2,4,3.5,285000
7931,1,4,3,395000
7926,1,2,1.75,237950
8064,1,3,2.5,680000
10057,1,2,1,199950
4000,2,4,3.5,765000
4960,1,2,1,515000
8000,1,3,1.5,470000
4000,1,2,1,330000
9375,1,3,2.5,284000
8125,1,3,2.5,295000
10987,1,4,2.5,555000
8162,1.5,3,1,350000
5818,1,3,2.25,240000
7000,1,3,1.5,419900
6300,1,3,2,528000
9869,1,4,2.5,481000
5995,1,2,1,304700
12171,2,4,2.5,715000
12005,1,4,2.75,738950
9405,1,3,1.5,215000
10812,1,6,2,300000
8100,1,3,1.75,346000
37193,2,4,3.5,473000
6120,1,3,1.75,500000
7632,1,2,1.5,750000
9350,1,4,2,519900
6171,1,2,1,378500
12381,1,3,1.75,314500
9315,1,3,1.5,499950
7700,2.5,5,3.5,1.74E+06
38794,2,3,2.5,630000
6417,1,4,1.5,360000
19877,1,2,1.5,460000
4046,1.5,3,1,361000
9845,1,3,2.25,713400
3150,1,2,1,445000
131551,1,4,1.5,305000
9204,1.5,3,2.75,1.43E+06
8400,1,3,1,222000
4499,2,5,3.25,510000
11440,2,5,3,500000
3600,1,2,1,605000
10720,2,3,2,393000
5170,2,4,2.5,725000
11646,1,3,1.75,320000
7840,1,4,1.5,210000
5767,2,4,2.5,419900
4447,2,4,2.5,410000
10440,1,3,2.25,721000
5500,1.5,2,2,605000
5500,1.5,3,1.75,738000
12000,2,6,3,725000
20954,1,2,1,255000
873,3,3,2.25,303000
7700,1,3,2.5,394950
5580,2,4,3,530000
8700,1,4,2.5,475000
8100,2,4,2.5,250000
3540,1,3,1,180000
4140,1,2,1,443500
76877,1,4,2,390000
7650,1,4,1.75,430000
7260,2,5,4.5,460000
3785,2,3,3.5,660000
10939,1,3,1.75,515000
6490,1,3,2,482500
2980,2,2,1.5,305000
4000,1.5,4,2.75,835000
7952,1,3,2,237000
2001,2,2,1.5,445000
8000,1,4,2.5,710000
5700,1,3,1,180000
8770,2,3,2.5,280017
11173,2,4,2.5,436500
7535,2,4,2.5,1.26E+06
9800,1,3,2.25,420000
7467,1,3,1,205000
10203,1,3,1.5,570000
7102,1,4,1.75,565000
7500,1,2,2.5,287000
7276,1,4,1.75,260000
7276,1,4,1.75,470000
9916,2,3,2.5,700000
7500,1,3,1.75,249000
3520,1,3,1.75,568000
4011,1.5,4,1,500000
8775,1,5,2.5,358000
6755,2,3,2.5,225000
7246,1,3,1,275500
3150,2,3,2.5,495000
5000,1,5,2.25,758800
8165,1,3,1.75,280000
7361,2,3,2.5,380500
8856,2.5,7,4.5,3.20E+06
12888,1,3,1.75,260000
1502,3,4,2.5,630000
4000,1,3,2,875000
4600,1.5,3,1,457500
5500,1,2,1,900000
6450,1,2,2,235000
45738,2,3,2,410000
9600,1,3,3,355000
6002,2,4,4,1.30E+06
8512,1,3,1.75,467500
7350,1.5,4,4.5,500000
9550,2,4,3.5,995000
8144,1,3,1,277000
9680,2,4,2.25,630000
11795,1,5,2.75,628000
46786,2,5,2.5,655000
9900,1,2,1,170000
10750,1,4,2.5,352500
34040,2,4,2.75,615000
6600,1,3,1,165000
15188,2,4,2.5,243500
676,2,2,1.5,304000
5195,1,3,1.5,369000
4298,2,4,2.75,779950
48788,1,4,2.25,605000
8709,2,4,2.5,292500
6050,1,2,1.75,500007
4947,2,4,2.5,449999
7867,2,4,2.5,355000
7199,1,4,3,258000
20181,1,4,2.25,380000
57499,1,4,3,650000
11780,2,4,2.5,456500
10212,1.5,4,2,259950
6600,1.5,2,1,123000
1250,3,3,2.25,520000
12000,1,4,2.25,506000
4800,1.5,3,1,425000
6840,2,5,2.5,438000
18480,1,4,2.5,1.49E+06
3000,1,4,2,375000
6600,1,3,2.25,337500
7700,1,4,2.25,300000
5425,2,5,3.25,627000
6907,2,5,4.25,1.40E+06
10160,2,4,2.5,674725
7000,1,3,2.75,325000
12538,2,5,2,230000
43124,1,5,1.75,485000
8400,1.5,4,2.5,315000
1193,3,3,2.75,560000
7198,2,4,3,444000
7488,1,3,1.5,325000
7153,1,2,1,118125
7153,1,2,1,212000
5056,2,4,2.5,428900
9600,1,3,2,510000
9762,1,3,1.5,416000
438213,2,4,3,950000
7140,1,3,1.5,204000
27600,2.5,6,8,7.70E+06
13421,2,4,2.5,878000
4000,3,4,3,1.05E+06
5551,1,2,1,350000
5500,1,3,1.75,659500
15200,1,3,2.5,395000
8562,2,4,2.5,308950
2550,1,3,2,410000
7500,1,4,3,710000
8685,1,1,1,175000
10098,1,3,2,508800
5000,1.5,3,3,606400
7958,1,3,1.75,245100
14876,1,3,2.5,540000
9046,1,3,1.5,415000
13041,1,4,2.75,469500
14777,1,3,1.75,195000
12281,2,4,3.25,1.62E+06
24603,2,4,3.5,1.45E+06
16622,1,3,2.5,1.20E+06
9800,2,4,3.75,1.07E+06
10000,1,2,1,555500
4000,1,3,1,440000
7250,1,3,1,485000
12028,2,3,2.5,693000
3386,1,3,1,295000
10650,1,3,2.5,700000
9374,1,2,1.75,767500
189050,2,6,4.25,800000
217800,2,3,2,440000
187313,1,3,2.5,600000
5450,2,4,2.5,1.16E+06
8210,1,2,1,506000
15400,1,4,1.75,474950
5500,1,3,2.5,654000
6000,1,2,1,710000
7845,1,4,2.25,620000
10827,2,3,2,390000
9600,1,3,2.25,550000
7021,1,3,1.75,353000
47958,1,4,2.5,465000
6600,1,3,2,279900
577605,2,2,1.75,700000
10350,1,4,1,395000
9428,2,4,2.5,375000
2800,1.5,4,1,547000
10277,2,5,3.25,525000
4731,1.5,3,1,285000
4025,1,2,1.75,570000
9168,2,3,2.5,409000
4381,2,4,2.5,260000
7697,1,4,2.5,348000
9800,1.5,4,1,389000
7200,1,4,2.75,445000
4602,1,3,1.75,400000
7895,2,4,2.5,302000
9588,2,3,2.5,798000
8842,1,2,1,335000
6892,2,4,2.5,585000
24354,1,4,4,2.50E+06
2300,1,4,2.25,555000
13085,2,3,3,3.10E+06
3060,2,3,2.5,295000
7100,1,4,1.5,265000
7275,1,4,2,330000
5750,2,4,1.5,286000
895,3,3,2.5,305000
5376,1,2,1,970000
14157,1,4,2,525000
9750,1,3,1.75,355000
8303,1,5,2.5,469950
8800,1,4,1,435000
7700,2,4,2.5,363500
4500,1,2,1.5,595000
11090,1,3,1,275000
7952,1,2,1,295000
37089,2,3,2.25,345000
47916,2,3,2.25,485000
8113,2,5,2.5,1.25E+06
5413,1,2,1,340500
5132,1,3,1,280000
78408,2,3,2.25,449888
4720,1,2,1.75,483000
9360,1,3,1.75,445500
7350,2,5,3.5,379900
3080,2,4,3.5,599950
5240,1,3,1,215000
6847,2,3,2.5,263000
12100,1,4,1,565000
258746,1.5,5,3,950000
8320,1.5,4,1,395000
4100,2,4,3.25,1.54E+06
14126,1,4,2.5,922000
18778,2,3,2.5,330000
35070,2,4,3.75,1.53E+06
8329,1,3,1.75,323000
4996,1,2,2,554000
11454,1,3,2,500000
16679,1,5,3.5,775000
5210,1,4,1.75,340000
6838,1,4,1.75,560000
5298,2,3,2.5,304000
10800,1,3,1,279900
10766,2,5,3,315000
6300,1.5,4,2,849000
14862,1,3,1.75,325000
8808,2,4,3.5,786000
8160,2,5,2.75,384000
6000,1.5,3,1.5,907000
23891,2,3,2.5,700000
8395,1,3,2,269500
7297,1,3,2.25,269000
123600,2,4,2.5,749950
4007,2,3,2.75,325000
16600,1,3,1.5,1.15E+06
7853,1,3,1.5,406000
9354,2,4,2.5,650000
7500,1.5,3,1.75,295000
19370,1,4,2,375000
5100,1,2,1,395000
9267,2,6,3,609000
11950,1,3,1.75,510000
11745,1,3,2.25,190000
1033,1,1,1,250000
7450,1,3,1.5,295000
4080,1.5,3,1.5,740000
7759,2,3,1,323000
1850,2,3,2.75,713000
6090,2,3,1.75,1.07E+06
9900,2,3,1.75,460000
5000,1.5,3,1.75,880000
7000,1,4,1.75,585000
8532,1,2,1,249950
3478,2,3,2.5,450000
14096,2,3,2.5,450000
7071,3,4,3.25,1.78E+06
1298,3,3,3.25,350000
3438,2,3,2.5,292500
31747,2,4,2.75,879000
7500,1.5,4,2.5,1.18E+06
17859,1,4,2.75,584999
8093,1,4,2.75,366000
15760,1,4,2.25,987500
7200,1,3,1,300000
7800,1,2,1.75,299000
2700,1.5,4,1.75,560000
51354,2,3,2.5,695000
18810,1,4,1.75,360000
8892,1,3,1,183500
3000,1.5,3,1.75,311000
7210,1,3,1.75,263000
7930,1,3,1.75,269000
9583,2,4,3.5,1.60E+06
6658,2,4,2.5,564000
5612,2,3,2.5,425000
4480,1.5,4,2.75,679000
9300,1,3,2,410000
7316,2,4,2.5,340000
7200,1,3,1.75,360000
44866,1,3,1.5,450000
8429,1,4,2.75,552000
12840,1.5,4,2,294000
5200,1,2,1,663500
9097,2,6,4.5,1.98E+06
5530,1,4,1.5,175409
9077,2,4,3,459000
5402,1.5,3,1,339950
15246,1,5,1.75,393000
11400,1,2,1,275500
9835,1,3,1,485000
7920,1,3,1,250000
8049,1,4,3.5,935100
9599,1,3,1,245000
25993,2,4,2.5,670000
21578,2,3,3.5,1.39E+06
49149,1,4,1.75,440000
3313,2,2,2.5,1.25E+06
8000,1,3,1.75,203000
4011,2,4,2.5,583000
9163,1,3,1,575000
3800,2,4,3.5,2.58E+06
20925,2,5,3.5,1.60E+06
8755,2,4,2.5,312500
31314,3,3,2.75,455000
16600,1,5,3,1.31E+06
6120,1,4,2.25,605000
49658,1,3,2.25,325000
7306,1,3,1.75,630000
6000,2,4,3.75,928950
10804,1,3,1.75,489950
18255,1,3,2.25,550000
7920,1,3,2,237000
10113,1,3,2.5,390000
10370,2,3,2.5,665000
5160,1,4,3,277000
5000,1.5,3,1,545000
1410,2,3,2.5,615000
7920,1,3,1.75,343000
7877,2,4,2.5,597000
19000,1,3,1,600000
6018,1,3,1.75,479000
14633,1,3,1.75,292000
6527,1,3,1.5,265000
49044,2,4,2.5,623000
39449,1,4,2.5,486000
8100,1,3,2,520500
74052,1,4,3.5,1.30E+06
6300,1.5,4,1,825000
7953,1,3,1.75,259900
12031,1,5,2.75,1.17E+06
5650,1,2,1,245000
4990,1,3,2.5,830200
7351,2,4,2.5,650000
6250,1,4,2,305000
12003,2,5,2.5,599000
6175,2,4,2.5,272000
10733,2,3,2.5,415000
7400,1,4,2.25,319000
15920,1,4,1.75,425000
8100,1,4,2.5,297500
12899,2,4,2.5,725000
7585,2,3,2.5,325000
8467,1,3,1.75,460000
10800,1,3,1,396480
4800,2,3,1,1.03E+06
9166,1,3,2.75,370000
13803,1,3,1,260656
12677,2,3,2.5,431000
5000,1,3,1,320000
7900,1,3,2.75,296500
8451,1,4,2.5,679000
1071,2,3,3,359000
12040,1,4,3,330000
4000,2,4,2.5,350000
8922,1,3,1.5,242000
198198,2,3,2.5,692500
3400,1,2,1.5,441000
15016,2,4,2.5,765000
4050,1,2,1,375000
7800,1,3,1.75,365000
6000,1,2,1.5,580000
19088,1,4,3.5,1.61E+06
13870,2,4,2.5,841000
11761,1,5,3,515000
107157,1,5,2.5,565000
6380,1,2,1.5,365000
7222,2,3,1.5,295000
5750,1,2,1,406500
7225,2,3,2.5,614905
14959,1,5,2.25,1.40E+06
10556,2,2,1,250000
3978,2,5,1,549000
6590,2,4,2.5,397000
10125,1,3,1.75,184000
16224,2,4,3.25,2.50E+06
5108,1,3,1.5,499100
6010,1,4,1.5,676101
8145,1,3,1,290000
7560,1,4,1.75,390000
4500,1,3,1,465000
54707,1.5,3,2.75,470000
7590,1,3,1,435000
8944,1,3,1.75,415000
2820,1.5,3,2,450000
196995,1,3,2.5,645000
6375,2,4,2,231000
100188,1,3,1.5,358000
11900,1,3,1,330000
1848,2,2,1.5,229950
8137,1,2,1.5,403250
6134,2,3,2.5,470000
7810,1,3,1,239000
6000,1,4,1.5,579000
1348,3,3,2,380500
6401,2,5,2.75,614285
1635,2,2,2,376000
9300,1,3,1,290000
7000,1,4,2.25,487000
7489,2,4,2,935000
5882,2,4,2.5,255000
3504,2,2,2.5,380000
4368,1,2,1,450000
7481,2,3,2.5,622000
6004,2,3,2.25,292500
3600,2,4,3,1.32E+06
3240,1,4,2,410000
5355,1,3,1.75,160000
4337,2,4,1.5,809000
5453,1,5,2.75,183750
12293,1,5,1.75,411000
5512,2,3,1.75,1.05E+06
4160,1,2,1,625000
9519,2,3,2.25,305000
48352,2,4,4.5,915000
8300,1,3,1.5,317000
6380,1,2,1,165000
6000,1,2,1,575000
7742,1,3,1,219900
7200,2,4,3.25,1.49E+06
9900,1,3,1,300000
219527,1,3,1.75,520000
8820,1,4,2.25,310000
6445,1,3,2,322500
10374,2,4,2.25,320000
4997,2,3,2.5,440000
4500,1,3,1,578000
877,3,2,1.5,382000
4006,2,3,2.5,535000
7236,2,4,2.5,679000
10436,1,3,2.25,258900
9509,2,3,1.5,563000
15101,2,5,3,562000
3750,1,4,1.75,725000
8372,2,3,2.5,236775
8098,1,4,3.5,860000
6337,1,3,1.5,270000
6930,1,4,2.75,621000
5928,2,3,2.5,527900
10748,2,4,2.25,395000
10500,1,3,2,320000
4750,2,4,2.5,300000
7225,1,3,1.75,320000
47480,1,3,2.25,625000
5060,1,2,1,505000
10814,1,4,2.5,300000
9281,2,4,2.5,363000
15335,2,4,3.5,1.70E+06
10308,2,4,3.5,1.15E+06
9202,1,4,2.5,680000
4080,2,5,2.25,678940
8065,1,3,1.75,299000
11600,1,4,1.75,379900
6566,1,3,1,205000
4440,1.5,4,1,387500
4720,1,3,1,256000
11005,2,4,2.5,548000
4811,1,3,1.75,163000
600,2,2,2,367500
2875,2,3,2.25,390000
16008,1,4,2.5,415000
8440,2,4,2.25,449000
12264,1,5,2,460000
15354,1,4,2,395000
16500,1,3,2,300000
7439,1,3,1.75,345000
8442,1,3,1.75,825000
2180,3,3,2.5,539950
9581,1,4,2,410000
6000,1,3,1,245000
15750,1,4,2.75,482000
9000,1,3,1.75,270000
14560,1,3,1.75,475000
6500,1,3,2,445800
11670,1,4,3,518000
4800,1.5,2,0.75,785000
1310,2,3,2.5,430000
7200,1,4,1.75,715000
6900,1,3,1.5,560000
6600,1.5,3,1.75,449000
9000,2,4,2.5,805000
5845,2,3,2.5,296000
4840,1,2,1,275000
16909,1,3,1.75,419950
1307,2,3,1.75,285000
8470,2,3,2.5,775000
15400,1,3,1.75,288250
2268,1,2,1.75,257000
10585,1.5,1,1,377000
3100,1,2,1,550000
4128,1,3,1,339000
6000,1,3,1.75,481500
7735,1,3,1.75,224500
11884,1,3,1,260000
5400,1.5,2,1,865000
11779,1,5,3,730000
3080,1.5,2,1,550000
4000,2,3,2,645000
16000,1,3,1.75,250000
1329,2,3,3.5,507200
11070,1,4,2.5,380000
19500,1,4,1.75,540000
6009,1,3,2.5,738500
10350,1,3,1,206000
9458,1,2,1,265000
77603,1,1,0.75,190000
9087,1,3,1,339900
10890,1,6,2.5,250000
4184,1,3,1,416500
9775,2,4,2.5,575000
7500,1,3,1.75,385000
6250,1,3,1,253000
4600,1,3,1,460000
3600,3,4,2.5,1.45E+06
6000,1,2,1,492000
30480,1,4,2,275000
1074218,1.5,5,3.25,542500
7775,1,2,1,345000
35075,1,4,2.75,575000
17234,1,5,2.5,275000
7561,2,6,4.5,510000
6000,2,4,3.5,2.54E+06
145054,2,3,3.5,830000
5172,2,4,2.5,640000
15025,2,4,2.75,702000
6857,1,3,2.5,960000
7610,1,3,1,190000
13040,1,3,2.25,500000
22098,2,3,2.5,529000
8173,1,3,1.75,435000
5760,1,3,1.75,670000
1985,2,3,2.25,365000
9520,1,5,3,1.27E+06
145490,1.5,3,1,465000
7582,1,3,1.5,285000
4960,1.5,3,1,219950
10548,1,3,1.5,220000
6420,2,6,4.5,1.47E+06
3600,2,5,3.5,1.11E+06
9311,1,2,2.5,694000
